px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
72.8954	24.9589	2.08716	0.149709	0.0729569	73.0732	25.0343	72.9675	25.025	2.13584	0.150292	8.04249
75.0011	25.2639	2.23897	0.168212	0.0370632	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626	0.0387609
75.004	25.154	2.10419	0.0787412	-0.0304339	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626	1.51287
77.1208	24.9492	2.1585	-0.194324	-0.190064	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978	0.691809
76.9768	25.2212	1.71727	-0.0355518	-0.139704	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978	11.9703
79.1068	25.0343	2.62969	-0.155613	-0.126815	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607	0.100627
79.0454	24.9339	2.2614	-0.334849	-0.33138	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607	3.65531
80.7921	24.819	1.18732	-0.106441	0.0392377	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536	4.76858
80.8984	24.7966	1.55074	-0.0643981	0.0958125	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536	2.74447
82.6214	24.6499	1.95793	-0.0656969	0.0326766	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012	0.136363
82.4979	24.795	1.52685	0.0144018	0.0431666	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012	5.00323
84.1724	24.5807	1.81066	-0.197765	-0.123979	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444	0.890037
84.2565	24.3419	1.91852	-0.43108	-0.274627	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444	7.64267
85.6286	23.7842	1.14183	-0.445237	-0.103845	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006	0.976692
85.7568	23.7011	1.60116	-0.4041	-0.0224272	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006	4.06029
86.9337	23.4967	0.829656	-0.152105	0.154395	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654	1.15033
87.0654	23.3757	1.23062	-0.186482	0.143748	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654	7.14623
88.8283	22.831	2.45539	-0.386756	-0.0745245	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514	1.65237
88.611	22.9785	1.65043	-0.448026	-0.268384	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514	12.1498
89.4983	22.3064	0.629299	-0.706224	-0.261415	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904	0.117428
89.615	22.429	1.01438	-0.45574	-0.00702108	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904	7.41123
90.5361	21.7155	1.30286	-0.766307	-0.198884	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241	1.47927
90.5072	21.991	1.08866	-0.401907	0.0642194	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	11.2945
91.7484	21.1902	1.74899	-0.679916	-0.151861	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964	2.90898
91.6438	21.4093	1.28288	-0.585417	-0.172361	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964	10.3517
92.8153	20.8875	1.39051	-0.396116	0.0655444	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	3.32069
92.7909	20.9474	1.16345	-0.422006	0.0033636	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	4.403
93.4932	20.271	0.659919	-0.798594	-0.234874	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919	2.37201
93.5831	20.4557	0.958742	-0.416297	0.104623	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919	8.85251
95.3248	19.6733	2.87735	-0.392501	0.0533874	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	0.509146
94.9642	19.9465	1.40352	-0.604927	-0.320766	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	35.1969
95.4775	19.6548	-0.102252	-0.649856	-0.139941	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	1.95555
95.6938	19.5866	0.806164	-0.542966	-0.0813177	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	19.0781
96.2687	19.167	0.682958	-0.684892	-0.117229	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589	0.0426598
96.3982	18.8679	1.36484	-0.948029	-0.254599	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589	12.9049
97.4555	18.6714	0.15575	-0.332143	0.2455	97.5286	18.727	97.45	18.506	0.868716	-0.503009	9.41946
97.5513	18.2201	1.00367	-0.509124	0.142185	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	23.773
98.1904	18.3337	0.0479932	0.0744735	0.393096	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023	1.84135
98.3239	18.1517	0.700746	0.0240166	0.384881	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023	7.09177
99.0304	17.5865	0.767546	-0.97271	-0.425862	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	21.6635
99.2481	17.3917	1.72717	-0.984774	-0.165655	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	27.3798
99.9569	16.9571	-0.103717	-0.718256	0.106049	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	3.14508
100.097	16.8806	0.970501	-0.605296	0.155245	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	19.1074
101.184	16.5087	1.24272	-0.155287	0.327499	101.204	16.5368	101.065	16.497	0.991362	-0.513687	0.934827
101.14	16.4416	1.06873	-0.349676	0.169863	101.169	16.4353	101.065	16.497	0.991362	-0.513687	2.03244
102.371	16.3584	1.39769	0.154853	0.368497	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	1.34516
102.284	15.9215	1.07434	-0.509112	-0.0572161	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	31.2509
103.012	15.3666	0.822524	-0.699457	-0.138328	103.003	15.353	103.119	15.4967	1.11708	-0.508169	0.197421
103.12	15.1885	1.44429	-0.711243	-0.0632816	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	8.6864
104.067	15.2114	0.0682505	-0.11798	0.338843	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	6.02093
104.211	14.834	1.12579	-0.245046	0.281025	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	22.3215
105.546	14.4665	1.72782	-0.196243	0.141148	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	0.585876
105.514	14.0735	1.62697	-0.762971	-0.24942	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	21.2276
106.768	13.978	0.310878	-0.110514	0.327829	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	10.5296
106.962	14.2403	1.11785	0.26677	0.602766	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	50.077
108.038	13.8319	0.527284	-0.512908	-0.240225	108.084	13.6604	108.122	13.644	1.47592	-0.423202	20.7803
108.284	13.7381	1.63274	-0.518293	-0.106053	108.131	13.6844	108.122	13.644	1.47592	-0.423202	23.387
109.514	13.5321	0.844648	-0.141703	0.195045	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	2.57175
109.607	13.2158	1.51087	-0.334725	0.0790061	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	13.8993
111.067	12.5952	1.73082	-0.407926	-0.0165806	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	0.25867
111.079	12.8808	1.61188	-0.134	0.167344	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	11.3212
112.915	12.5131	2.09203	-0.186481	0.0250839	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	0.695552
112.81	12.7876	1.76413	0.011686	0.120426	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	11.2866
114.8	12.5771	2.1806	-0.145538	-0.0594551	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	0.959658
114.807	12.337	2.0222	-0.363605	-0.214621	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	7.30287
116.674	12.068	1.73678	-0.110815	0.0882139	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	2.5413
116.761	12.0539	2.11282	-0.0781354	0.129039	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	1.93765
118.952	12.0013	2.36932	0.0460622	0.125877	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	0.00760324
118.879	12.3601	2.12689	0.287854	0.2755	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	16.1486
120.684	12.3358	1.21562	-0.0271997	-0.108263	120.695	12.2918	120.743	12.3289	2.21139	0.128528	3.96938
120.867	12.2131	2.10028	-0.111025	-0.136829	120.934	12.1905	120.743	12.3289	2.21139	0.128528	12.3899
123.56	12.7758	3.16641	0.475451	0.331454	123.568	12.8297	122.95	12.5114	2.29835	0.246599	5.88655
123.451	12.8035	2.64557	0.54927	0.45393	123.142	12.7694	122.95	12.5114	2.29835	0.246599	4.08834
124.872	12.8208	-0.200739	0.254415	-0.0298417	124.894	12.7743	125.242	12.8125	2.37624	0.369827	7.73925
125.344	13.0168	2.2952	0.241426	0.0230016	125.376	12.9964	125.242	12.8125	2.37624	0.369827	79.5243
127.849	13.3405	2.79771	0.0609063	-0.108458	127.853	13.3273	127.609	13.2365	2.44434	0.495787	0.478652
127.81	13.2042	2.57591	-0.0194502	-0.16071	127.506	13.153	127.609	13.2365	2.44434	0.495787	3.46365
129.949	13.6702	1.74018	0.240127	0.112455	129.947	13.6963	130.042	13.7853	2.50232	0.621879	1.987
130.063	13.7394	2.3846	0.258798	0.106085	130.334	13.781	130.042	13.7853	2.50232	0.621879	5.03819
132.094	14.5034	2.05692	0.423278	0.1442	132.092	14.507	132.53	14.458	2.55028	0.74543	0.0501837
132.229	14.3468	2.59973	0.276794	0.00903676	132.447	14.3423	132.53	14.458	2.55028	0.74543	7.5348
135.071	15.0515	3.37547	0.215392	-0.0367452	135.074	15.0475	135.066	15.2513	2.58865	0.863795	0.12676
134.99	14.7008	2.63714	0.0686934	-0.0970551	135.127	14.6575	135.066	15.2513	2.58865	0.863795	18.9587
137.564	16.1648	2.57579	0.779174	0.429638	137.561	16.2147	137.639	16.1592	2.61821	0.974442	7.26064
137.684	16.4494	3.48357	0.754541	0.185742	137.653	16.5145	137.639	16.1592	2.61821	0.974442	22.0888
140.304	17.0428	1.44861	0.206816	-0.294437	140.331	17.008	140.242	17.1733	2.63994	1.07503	8.15824
140.408	17.4902	2.7909	0.274041	-0.258094	140.305	17.5379	140.242	17.1733	2.63994	1.07503	30.4497
142.891	17.9871	2.40809	0.100144	-0.203153	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.0958902
142.905	18.1507	2.81278	0.168049	-0.160535	142.626	18.1458	142.868	18.2829	2.65497	1.16346	5.32561
145.397	19.1377	2.4665	0.429682	0.115089	145.392	19.1617	145.51	19.4754	2.66445	1.23795	1.96526
145.483	19.3034	3.04286	0.469281	0.102189	145.789	19.3785	145.51	19.4754	2.66445	1.23795	6.89139
148.246	20.4841	3.10513	0.393239	-0.01468	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0.369334
148.146	20.8565	3.06973	0.604489	0.151832	148.146	20.9376	148.163	20.7364	2.66951	1.29702	19.0925
150.677	22.1288	2.67192	0.448885	-0.049477	150.686	22.1142	150.825	22.0502	2.67111	1.33953	1.12949
150.792	21.8953	2.91765	0.268236	-0.228992	150.649	21.8148	150.825	22.0502	2.67111	1.33953	11.1722
153.432	23.4565	2.73761	0.622879	0.152528	153.422	23.4909	153.491	23.3999	2.66999	1.3647	4.12023
153.499	23.0165	2.82501	0.385848	-0.00856301	153.466	22.9115	153.491	23.3999	2.66999	1.3647	24.9771
156.056	24.7851	3.15883	0.732171	0.225625	156.047	24.8084	156.159	24.7682	2.66666	1.37208	1.746
156.045	25.0168	3.32432	0.81853	0.249574	156.009	25.0678	156.159	24.7682	2.66666	1.37208	7.14285
158.864	26.0705	2.28211	0.269597	-0.280503	158.905	26.0308	158.827	26.1372	2.66127	1.36157	10.4169
158.973	26.1809	2.95577	0.233886	-0.32542	159.014	26.1903	158.827	26.1372	2.66127	1.36157	5.74395
161.421	27.3947	2.22573	0.471583	0.0413006	161.412	27.4256	161.493	27.4891	2.65371	1.33344	3.58277
161.469	27.7434	2.87877	0.576571	0.0554497	161.529	27.8454	161.493	27.4891	2.65371	1.33344	19.128
163.62	28.7794	2.02185	0.42604	-0.0798288	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0.574286
163.707	29.1558	2.90344	0.53147	-0.0442897	164.116	29.315	164.155	28.8064	2.64354	1.28825	22.312
166.817	30.2207	3.73552	0.175149	-0.247159	166.828	30.2062	166.809	30.0721	2.63006	1.22694	1.19018
166.776	29.8141	2.87392	0.0174306	-0.346708	166.748	29.7121	166.809	30.0721	2.63006	1.22694	23.3177
169.101	31.3126	1.43375	0.7138	0.329435	169.097	31.3717	169.452	31.2706	2.61238	1.15075	11.9509
169.324	30.8263	2.82509	0.338894	-0.00559624	169.345	30.7063	169.452	31.2706	2.61238	1.15075	41.9682
172.179	32.3263	3.58142	0.576086	0.152658	172.175	32.3404	172.079	32.3873	2.58945	1.06126	0.746757
172.088	32.5839	3.36211	0.759761	0.317983	172.135	32.6666	172.079	32.3873	2.58945	1.06126	10.2563
174.617	33.4941	1.59534	0.357908	-0.152685	174.643	33.4625	174.685	33.4095	2.56021	0.960341	6.98339
174.654	33.8674	2.61552	0.437278	-0.123914	174.474	33.9157	174.685	33.4095	2.56021	0.960341	20.6379
177.023	34.2183	2.19135	0.00589783	-0.32349	177.03	34.2009	177.261	34.3262	2.52363	0.850119	1.06054
177.159	33.937	2.59751	-0.170436	-0.419406	177.211	33.8467	177.261	34.3262	2.52363	0.850119	15.0919
180.133	35.0678	2.42322	0.662733	0.3866	180.145	35.1423	179.799	35.1289	2.47883	0.732949	16.8044
180.111	35.4332	2.75801	0.719679	0.279778	179.543	35.4767	179.799	35.1289	2.47883	0.732949	31.9028
182.56	35.8008	1.52616	0.061147	-0.325918	182.599	35.753	182.292	35.8114	2.42515	0.611338	11.1956
182.523	36.2362	2.37522	0.266276	-0.163787	182.047	36.2626	182.292	35.8114	2.42515	0.611338	28.6443
184.731	36.5201	2.17687	0.0305045	-0.209977	184.732	36.5155	184.73	36.37	2.36226	0.487877	0.0603985
184.812	36.2403	2.30015	-0.152743	-0.323013	184.833	36.1451	184.73	36.37	2.36226	0.487877	11.9539
186.939	36.8846	1.58122	0.378228	0.223087	186.946	36.9404	187.103	36.804	2.29017	0.365145	7.80805
187.09	36.8815	2.37574	0.341748	0.164115	187.296	36.9375	187.103	36.804	2.29017	0.365145	7.1608
189.458	37.4227	2.56895	0.206415	-0.0257991	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.939995
189.515	37.0419	2.24994	-0.0364253	-0.182812	189.738	36.951	189.401	37.1147	2.20928	0.245623	21.377
191.734	37.5284	2.15642	0.291122	0.144173	191.735	37.5631	191.615	37.3064	2.12037	0.131591	2.76903
191.75	37.2378	2.11199	0.106194	0.0330951	191.682	37.1147	191.615	37.3064	2.12037	0.131591	12.639
193.472	37.2873	1.44622	0.0204105	-0.0422985	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	0.199177
193.545	37.3882	1.93932	0.10975	0.0350798	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	3.65726
195.987	37.414	2.97781	-0.0583622	-0.0938256	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	0.559044
195.767	37.4817	1.97633	-0.0768324	-0.200555	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	13.5968
197.722	37.6971	2.01561	0.134617	0.0593947	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	1.90212
197.717	37.433	1.93631	-0.0570073	-0.0636832	197.582	37.303	197.683	37.2395	1.81869	-0.159495	10.8043
199.295	37.2858	1.33955	-0.116993	-0.0613227	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	0.0401356
199.343	37.3328	1.62078	-0.0627851	-0.00883632	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	1.18827
201.547	37.0101	2.87289	-0.218462	-0.100771	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	0.402665
201.231	37.3441	1.67739	-0.126789	-0.225349	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	40.1522
202.966	36.4903	2.02375	-0.696579	-0.439835	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	1.54816
202.764	37.0166	1.39666	-0.414508	-0.389038	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	51.4136
203.988	36.1928	1.63783	-0.778627	-0.37329	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	0.020971
204.035	36.302	1.85983	-0.541599	-0.110217	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	4.38181
