px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
11.1084	-3.16986	-3.67495	-2.13049	0.328202	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.471882
11.1289	-2.99232	-3.1256	-2.03328	0.445555	11.1178	-2.98807	11.1	-3	0.907725	2.72317	42.4121
11.1987	-2.83647	-3.11534	-2.00743	0.446213	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.425063
11.2436	-2.70405	-2.73352	-1.97055	0.464615	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	4.47701
11.2957	-2.56379	-2.73136	-1.94369	0.46537	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.218973
11.2218	-2.38681	-2.41617	-1.77536	0.683803	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	257.121
11.2383	-2.25481	-2.41165	-1.73544	0.685209	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.686043
11.3515	-2.12739	-2.46557	-1.80976	0.512262	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	180.611
11.3785	-1.99442	-2.47021	-1.78057	0.512949	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.212806
11.3907	-1.81063	-2.98455	-1.72467	0.554546	11.3011	-1.79507	11.35	-1.8	0	2.73035	13.8712
11.406	-1.6475	-2.97685	-1.69176	0.556298	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.642901
11.3346	-1.47899	-3.09976	-1.56397	0.703777	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	76.7959
11.3245	-1.32354	-3.09265	-1.52663	0.705245	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.582184
11.254	-1.24306	-2.15637	-1.419	0.805899	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	58.1361
11.2263	-1.12604	-2.1504	-1.37233	0.807443	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.700651
11.1206	-0.949717	-3.42565	-1.25027	0.927894	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	138.003
11.0525	-0.787174	-3.43634	-1.20047	0.930087	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	1.33204
11.012	-0.670895	-2.59907	-1.15983	0.91427	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	14.7507
10.9434	-0.541039	-2.59946	-1.10679	0.916041	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.696058
10.8358	-0.434119	-2.75134	-1.00503	0.99029	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	29.2143
10.742	-0.308562	-2.75255	-0.947355	0.992471	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	1.00313
10.5612	-0.238773	-3.1254	-0.768936	1.1735	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	145.302
10.4251	-0.123479	-3.13037	-0.701383	1.17557	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.809028
10.3215	-0.0768007	-2.20854	-0.606075	1.21966	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	20.6494
10.213	-0.0111972	-2.21321	-0.537042	1.22087	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0.527775
10.0573	0.0120398	-2.43091	-0.392239	1.33485	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	63.2171
9.92446	0.0583233	-2.43997	-0.316743	1.33609	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	0.564265
9.7483	0.0660001	-2.55669	-0.17121	1.44419	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	35.461
9.60226	0.0841457	-2.56553	-0.0901178	1.44499	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	0.564075
9.47567	0.109944	-2.77226	-0.0523061	1.3794	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	12.3391
9.3155	0.111929	-2.78558	0.0242706	1.37863	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.732541
9.2843	0.183189	-2.65713	-0.0700758	1.07703	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	281.965
9.11943	0.188817	-2.68881	-0.0105711	1.07346	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	3.7877
9.02566	0.233375	-1.99408	-0.0459059	0.869857	8.90199	0.247143	8.85	0.25	-1.81847	0	159.445
8.90011	0.235515	-2.01955	0.00190747	0.867372	8.76016	0.263752	8.75	0.25	-1.81846	0	2.26049
8.67824	0.254383	-3.42372	0.00213346	0.755291	8.46355	0.258809	8.55	0.25	-3.6326	0	91.6997
8.47554	0.249725	-3.44576	0.0436946	0.753778	8.35367	0.252596	8.35	0.25	-3.6326	0	1.65986
8.32775	0.247808	-2.77514	0.0690055	0.71273	8.05161	0.241868	8.2	0.25	-2.72841	0	13.0644
8.16285	0.233921	-2.79464	0.108074	0.711601	8.05411	0.247878	8.05	0.25	-2.72842	0	1.34208
8.01837	0.212811	-2.62584	0.151955	0.723631	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	1.76322
7.86162	0.187583	-2.64776	0.191411	0.722298	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	1.76083
7.65584	0.109733	-3.0682	0.301721	0.908796	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	164.27
7.49172	0.0555191	-3.07482	0.351338	0.908091	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.173376
7.39497	0.0356759	-2.91865	0.353184	0.789187	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	82.4474
7.24982	-0.0175191	-2.92651	0.391512	0.786677	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.990384
7.16034	-0.0496093	-1.9673	0.424465	0.758463	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	23.4501
7.05199	-0.0962838	-1.98331	0.464558	0.755563	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	1.32517
6.87412	-0.240961	-3.02673	0.571761	0.91095	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	290.624
6.73905	-0.33466	-3.02437	0.622483	0.911881	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.0802908
6.62819	-0.447271	-2.66987	0.706033	0.985702	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	35.5353
6.52179	-0.545716	-2.6696	0.76095	0.986785	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.104496
6.45413	-0.736231	-2.86775	0.906156	1.16895	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	238.241
6.37013	-0.864598	-2.87046	0.973316	1.17287	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	1.29206
6.29698	-1.08465	-3.84024	1.09306	1.28959	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	104.359
6.22653	-1.25999	-3.83927	1.1617	1.29468	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	1.52555
6.20475	-1.32662	-2.27693	1.2217	1.28354	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	57.4609
6.17635	-1.43646	-2.27745	1.28821	1.28597	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.654477
6.19287	-1.59637	-2.77118	1.39618	1.35743	6.24787	-1.61119	6.25	-1.6	0	-2.99288	53.8198
6.17914	-1.73531	-2.7722	1.46625	1.35942	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.384781
6.25265	-1.8841	-2.74127	1.60679	1.46186	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	57.676
6.27169	-2.03672	-2.74749	1.68983	1.46425	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.684929
6.26335	-2.17015	-2.43894	1.74127	1.41934	6.53066	-2.26346	6.35	-2.2	0	-2.72782	13.033
6.29879	-2.30406	-2.44718	1.82192	1.42141	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.679904
6.25083	-2.50725	-3.10604	1.79921	1.27339	6.27034	-2.51837	6.35	-2.55	0	-3.63689	117.689
6.30128	-2.67461	-3.11677	1.87117	1.27477	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.564377
6.31661	-2.85737	-3.3436	1.89815	1.21295	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	13.8729
6.38736	-3.03211	-3.35267	1.96652	1.21392	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.394094
6.42886	-3.16849	-2.81804	2.01181	1.18193	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	8.84129
6.5038	-3.30862	-2.82585	2.07777	1.18226	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.23546
6.54468	-3.44866	-2.75274	2.0954	1.10716	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	24.3828
6.62879	-3.57974	-2.76219	2.15711	1.10731	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	0.410019
6.61898	-3.75459	-3.262	2.0729	0.872368	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	216.786
6.71451	-3.91277	-3.27247	2.12178	0.872555	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	0.412012
6.72157	-4.05092	-2.9065	2.08657	0.733768	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	68.8262
6.81042	-4.19289	-2.92051	2.12788	0.733681	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	0.669054
6.90255	-4.36075	-3.38163	2.14803	0.696106	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	10.4759
7.01202	-4.51783	-3.39071	2.18693	0.696116	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	0.305722
7.05328	-4.6568	-2.97219	2.15421	0.564828	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	56.1463
7.14753	-4.79318	-2.97882	2.18532	0.564543	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	0.40694
7.17574	-4.91693	-2.75244	2.13994	0.422876	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	84.863
7.25194	-5.03261	-2.7541	2.16114	0.422833	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0.0191187
7.35345	-5.18784	-3.52414	2.17793	0.413516	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	13.9918
7.45503	-5.33132	-3.52415	2.19852	0.413373	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0.0652096
7.49029	-5.43728	-2.37867	2.16823	0.308274	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	62.1804
7.56541	-5.54536	-2.38058	2.1852	0.308181	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0.0556763
7.65492	-5.71114	-3.20062	2.16604	0.23544	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	43.5399
7.75457	-5.85622	-3.1999	2.17903	0.235531	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0.0289158
7.7913	-5.95609	-2.21395	2.14964	0.150238	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	44.5858
7.85774	-6.05725	-2.21244	2.15787	0.150252	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0.015677
7.95876	-6.19391	-2.93997	2.17937	0.17641	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	13.828
8.05385	-6.32769	-2.94453	2.18924	0.17647	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0.113594
8.15059	-6.47627	-3.18392	2.18571	0.149623	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	3.69133
8.25388	-6.62025	-3.18777	2.19408	0.149648	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0.0839657
8.28259	-6.7271	-2.3428	2.14318	0.0328483	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	59.9452
8.35041	-6.8337	-2.34004	2.14471	0.0325816	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0.11948
8.39963	-6.99571	-2.89185	2.07837	-0.103109	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	109.664
8.47529	-7.13395	-2.89135	2.07246	-0.103421	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	0.153363
8.57138	-7.28861	-3.20612	2.08091	-0.0748078	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	5.54236
8.65877	-7.44413	-3.20984	2.07694	-0.0747645	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0.0701091
8.6994	-7.55707	-2.38323	2.04604	-0.128831	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	24.1043
8.75777	-7.67271	-2.37952	2.03887	-0.1288	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.113277
8.86017	-7.80964	-2.9978	2.07537	-0.0425347	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	48.914
8.94052	-7.9546	-2.99887	2.0732	-0.0423301	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.0283691
8.99309	-8.10826	-3.20925	2.0303	-0.122986	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	26.2836
9.06279	-8.25143	-3.20744	2.02399	-0.123115	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.0169377
9.08957	-8.35323	-2.16675	1.99077	-0.173868	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	31.8992
9.13717	-8.46184	-2.16521	1.98115	-0.173866	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.0158899
9.2102	-8.58987	-2.61519	1.99446	-0.130583	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	16.3593
9.26982	-8.72217	-2.6193	1.98734	-0.130669	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.188922
9.30721	-8.89552	-3.02498	1.93002	-0.226155	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	45.9807
9.36323	-9.05016	-3.02293	1.91729	-0.226467	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.0410119
9.41389	-9.20086	-3.14472	1.90272	-0.232476	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.444789
9.46439	-9.35013	-3.1464	1.89101	-0.232646	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.0847043
9.51796	-9.49733	-2.90137	1.8852	-0.219608	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	1.96648
9.56546	-9.64839	-2.90032	1.87294	-0.219801	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.022349
9.61054	-9.79523	-3.0341	1.8625	-0.218726	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.405701
9.65186	-9.93923	-3.03282	1.85123	-0.219079	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.0815158
9.69447	-10.0532	-2.58221	1.85311	-0.195115	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	7.5011
9.7293	-10.1768	-2.57952	1.84332	-0.195027	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.0987564
9.7485	-10.2935	-2.19271	1.81646	-0.224358	9.77731	-10.3295	9.75	-10.3	0	-2.72851	7.92928
9.77852	-10.4123	-2.19793	1.80432	-0.224316	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.164195
9.80445	-10.6017	-3.07251	1.76761	-0.26801	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	26.5294
9.8363	-10.7676	-3.07099	1.75294	-0.267871	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.0400101
9.8271	-10.8985	-2.71888	1.70018	-0.337197	9.84397	-10.9287	9.85	-10.9	0	-3.00318	21.5311
9.84502	-11.0351	-2.72155	1.6837	-0.336902	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.0448868
9.85979	-11.1754	-2.82002	1.66798	-0.334641	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.575721
9.87297	-11.3169	-2.8247	1.65128	-0.334785	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.242405
9.84171	-11.5015	-3.37231	1.58195	-0.425117	9.79495	-11.4686	9.85	-11.5	0	-2.99592	47.8503
9.84057	-11.6687	-3.3692	1.56037	-0.425308	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.0522801
9.80984	-11.7461	-1.83282	1.50615	-0.478447	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	59.3318
9.79994	-11.8444	-1.83368	1.47916	-0.479068	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.286247
9.74108	-12.0428	-2.76109	1.40276	-0.563961	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	86.2966
9.70838	-12.1859	-2.75541	1.37006	-0.565516	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.623612
9.63149	-12.3568	-3.0285	1.29649	-0.635556	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	26.7198
9.57962	-12.511	-3.02079	1.26009	-0.636796	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.394585
9.47425	-12.6069	-2.30786	1.15182	-0.755923	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	67.1075
9.41475	-12.714	-2.3008	1.10809	-0.757771	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.801187
9.26698	-12.8052	-2.30824	0.96826	-0.921357	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	169.195
9.19024	-12.8871	-2.31355	0.918162	-0.924959	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	3.12888
9.01041	-12.9958	-2.87614	0.783785	-1.05615	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	109.4
8.88756	-13.0926	-2.86356	0.721627	-1.05961	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	1.9235
8.77084	-13.1658	-2.62947	0.645143	-1.08746	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	4.47937
8.64524	-13.2377	-2.63025	0.581224	-1.09097	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	1.8929
8.42721	-13.2363	-3.23877	0.393017	-1.29251	8.27267	-12.996	8.4	-13.15	-2.99683	0	201
8.26937	-13.2824	-3.22871	0.324156	-1.29601	8.25965	-13.1488	8.25	-13.15	-2.9968	0	1.94963
8.18883	-13.305	-2.1614	0.259235	-1.28511	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	23.4501
8.06624	-13.3214	-2.1735	0.18494	-1.28766	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	1.8039
7.84968	-13.3774	-3.32279	0.132044	-1.26433	7.86599	-13.4154	7.8	-13.25	-2.7295	0	26.2762
7.66099	-13.3825	-3.32405	0.057457	-1.26844	7.62489	-13.249	7.65	-13.25	-2.7295	0	2.10668
7.54852	-13.373	-2.69021	-0.0174235	-1.28441	7.50783	-13.2944	7.5	-13.25	-2.99994	0	8.85491
7.40785	-13.3547	-2.69562	-0.0859452	-1.28741	7.3419	-13.2474	7.35	-13.25	-2.99994	0	1.75329
7.25068	-13.3027	-2.96273	-0.193474	-1.33963	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	15.254
7.08699	-13.2558	-2.97018	-0.270753	-1.34214	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	1.15964
6.91134	-13.2507	-2.96521	-0.287616	-1.26017	6.79473	-13.0433	6.85	-13.15	-3.63709	0	27.7181
6.75258	-13.192	-2.9807	-0.359046	-1.26124	6.65123	-13.1604	6.65	-13.15	-3.63709	0	1.19154
6.54811	-13.1901	-3.56514	-0.33429	-1.13323	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	71.0137
6.37763	-13.1187	-3.57143	-0.393691	-1.13502	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0.760198
6.28739	-13.1386	-1.88531	-0.389181	-1.03239	6.27012	-13.1139	6.25	-13.05	-1.81729	0	93.7085
6.18968	-13.0907	-1.89373	-0.447621	-1.03316	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0.432132
6.02571	-13.0082	-3.02707	-0.506593	-1.03688	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	23.9193
5.87915	-12.9156	-3.03523	-0.565984	-1.03841	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.646439
5.74728	-12.8706	-2.85032	-0.570538	-0.962812	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	21.3093
5.62623	-12.7844	-2.86079	-0.620265	-0.963448	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0.736761
5.48832	-12.7772	-2.64524	-0.566677	-0.800059	5.45236	-12.7392	5.45	-12.7	-2.00001	1	104.097
5.37562	-12.6979	-2.65185	-0.608267	-0.800894	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0.388438
5.27708	-12.597	-2.72755	-0.679875	-0.852621	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	12.6229
5.16967	-12.5014	-2.7365	-0.724437	-0.853589	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.59606
5.06243	-12.4042	-2.6832	-0.769627	-0.851352	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.452432
4.9569	-12.2938	-2.69054	-0.81766	-0.852018	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.295793
4.86214	-12.1203	-3.32698	-0.928277	-0.965262	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	58.4471
4.7646	-11.9818	-3.33103	-0.977119	-0.965478	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.0863798
4.69485	-11.9016	-2.55687	-0.998405	-0.919489	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	19.8847
4.62693	-11.7893	-2.56097	-1.04492	-0.919642	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.171678
4.56324	-11.613	-3.1056	-1.14118	-1.00827	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	41.6379
4.50257	-11.4711	-3.1036	-1.19176	-1.00875	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.424597
4.46897	-11.2585	-3.21006	-1.32048	-1.15705	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	83.5123
4.43535	-11.1064	-3.20369	-1.37813	-1.15765	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.211351
4.41616	-11.0298	-2.05822	-1.41872	-1.11117	4.43672	-11.0976	4.45	-11.05	0	1.8168	34.2906
4.40398	-10.9214	-2.05201	-1.4801	-1.11223	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.230709
4.40207	-10.7279	-2.97096	-1.56471	-1.17667	4.40556	-10.7068	4.45	-10.8	0	3.00139	46.2472
4.40869	-10.5876	-2.96026	-1.62443	-1.17927	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.840414
4.42175	-10.4975	-2.10336	-1.68807	-1.18936	4.44716	-10.5583	4.45	-10.55	0	2.00041	17.1349
4.43882	-10.3977	-2.09804	-1.74824	-1.19092	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.231558
4.47008	-10.2516	-2.71111	-1.81061	-1.19808	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	8.93867
4.50736	-10.1234	-2.71092	-1.87119	-1.19931	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.232638
4.54734	-9.95702	-3.13038	-1.91733	-1.15742	4.56608	-10.005	4.55	-10	0	2.72717	15.4074
4.61136	-9.79875	-3.12216	-1.98126	-1.15778	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.457339
4.63864	-9.67821	-2.53397	-2.01599	-1.10178	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	22.2676
4.70263	-9.55435	-2.53921	-2.07669	-1.10201	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.208009
4.79143	-9.35718	-3.73596	-2.11065	-1.06354	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	39.4481
4.89202	-9.20101	-3.72865	-2.16414	-1.06385	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.388214
4.95462	-9.14059	-2.45968	-2.22604	-1.07808	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	37.3331
5.03138	-9.04381	-2.45989	-2.27944	-1.07754	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.0270314
5.08012	-8.86991	-3.0717	-2.26271	-0.958518	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	126.907
5.17897	-8.75091	-3.07023	-2.30937	-0.957192	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.197892
5.25325	-8.67141	-2.36561	-2.35732	-0.948536	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	11.2907
5.34769	-8.58165	-2.36915	-2.40941	-0.948483	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0458385
5.44354	-8.39563	-3.30315	-2.38508	-0.834011	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	118.877
5.56375	-8.28157	-3.30298	-2.42534	-0.832727	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.165396
5.66188	-8.18377	-2.97137	-2.45536	-0.81456	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	4.03213
5.77595	-8.08818	-2.96971	-2.49448	-0.81327	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.243625
5.81151	-7.95354	-2.44269	-2.45513	-0.690686	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	84.9238
5.90532	-7.87572	-2.43559	-2.48873	-0.690013	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.321514
5.98	-7.77284	-2.40566	-2.48628	-0.633751	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	22.9052
6.07309	-7.69643	-2.4053	-2.51603	-0.632333	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.382547
6.18232	-7.57391	-2.69196	-2.51271	-0.575388	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	22.4798
6.29909	-7.48413	-2.68553	-2.54211	-0.573794	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.501573
6.44219	-7.39521	-3.09726	-2.57893	-0.586886	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	5.16686
6.57087	-7.31001	-3.09862	-2.60626	-0.585407	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.430751
6.6897	-7.2485	-2.66166	-2.6431	-0.59187	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	4.07267
6.81464	-7.17637	-2.65207	-2.67363	-0.590695	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	0.542965
6.87442	-7.07625	-2.1278	-2.63737	-0.495241	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	54.2521
6.96478	-7.02219	-2.12959	-2.66044	-0.494172	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.415457
7.13506	-6.9062	-3.14103	-2.6588	-0.452562	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	33.2503
7.28252	-6.82111	-3.14217	-2.68035	-0.450219	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	1.09937
7.36334	-6.66866	-2.62147	-2.59919	-0.298835	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	82.3513
7.48403	-6.59212	-2.62106	-2.61415	-0.29793	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.254644
7.58192	-6.53823	-2.23668	-2.63315	-0.301811	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	2.82843
7.68716	-6.47706	-2.23234	-2.64872	-0.301238	7.65373	-6.46481	7.65	-6.45	1.81726	0.908632	0.138587
7.83637	-6.43048	-2.70066	-2.69807	-0.348967	7.8635	-6.45394	7.8	-6.4	2.72951	0.909839	17.7325
